Model,Reaction_ID,Reaction_Name,Reaction_Equation,Subsystem,Genes,Gene_Rules,Reversible,FBA_Flux,pFBA_Flux,Flux_Change,Abs_Flux_Change,Percent_Change,Is_Cycling_Candidate
HSD,MAR04388,"","H+ [Cytosol][c] + NADH [Cytosol][c] + pyruvate [Cytosol][c] <=> L-lactate [Cytosol][c] + NAD+ [Cytosol][c]","Glycolysis / Gluconeogenesis",TSG101,TSG101,1,-172.872666367845,217.876317518659,-390.748983886505,390.748983886505,-226.032832197459,0
HSD,MAR04283,"","acetaldehyde [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c] => acetate [Cytosol][c] + 2 H+ [Cytosol][c] + NADPH [Cytosol][c]","Glycolysis / Gluconeogenesis",Aldh-III,Aldh-III,0,0,0,0,0,0,0
HSD,MAR08357,"","acetaldehyde [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] => acetate [Mitochondria][m] + 2 H+ [Mitochondria][m] + NADH [Mitochondria][m]","Glycolysis / Gluconeogenesis",Aldh; Aldh-III,Aldh or Aldh-III,0,0,0,0,0,0,0
HSD,MAR04373,"","1,3-bisphospho-D-glycerate [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] <=> GAP [Cytosol][c] + NAD+ [Cytosol][c] + Pi [Cytosol][c]","Glycolysis / Gluconeogenesis",Gapdh1; Gapdh2,Gapdh1 or Gapdh2,1,-300,-300,0,0,0,0
HSD,MAR04122,"","H2O [Cytosol][c] + 2 NAD+ [Cytosol][c] + UDP-glucose [Cytosol][c] => 3 H+ [Cytosol][c] + 2 NADH [Cytosol][c] + UDP-glucuronate [Cytosol][c]","Starch and sucrose metabolism",sgl,sgl,0,0.140107592727168,0.13996748513444,0.000140107592727173,0.000140107592727173,0.100000000000004,0
HSD,MAR06537,"","glucuronate [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] <=> L-gulonate [Cytosol][c] + NADP+ [Cytosol][c]","Pentose and glucuronate interconversions",CG2767,CG2767,1,0,0,0,0,0,0
HSD,MAR01568,"","acetaldehyde [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c] => acetate [Cytosol][c] + 2 H+ [Cytosol][c] + NADH [Cytosol][c]","Pyruvate metabolism",Aldh-III,Aldh-III,0,0,0,0,0,0,0
HSD,MAR03854,"","H+ [Cytosol][c] + methylglyoxal [Cytosol][c] + NADH [Cytosol][c] => lactaldehyde [Cytosol][c] + NAD+ [Cytosol][c]","Pyruvate metabolism",Akr1B,Akr1B,0,0,0,0,0,0,0
HSD,MAR04087,"","malate [Mitochondria][m] + NAD+ [Mitochondria][m] => CO2 [Mitochondria][m] + NADH [Mitochondria][m] + pyruvate [Mitochondria][m]","Pyruvate metabolism",Men; Men-b,Men or Men-b,0,0,0,0,0,0,0
HSD,MAR04089,"","malate [Cytosol][c] + NADP+ [Cytosol][c] => CO2 [Cytosol][c] + NADPH [Cytosol][c] + pyruvate [Cytosol][c]","Pyruvate metabolism",Men,Men,0,0,307.297636799439,-307.297636799439,307.297636799439,0,0
HSD,MAR04091,"","malate [Mitochondria][m] + NADP+ [Mitochondria][m] => CO2 [Mitochondria][m] + NADPH [Mitochondria][m] + pyruvate [Mitochondria][m]","Pyruvate metabolism",Men; Men-b,Men or Men-b,0,0,0,0,0,0,0
HSD,MAR08497,"","H+ [Cytosol][c] + methylglyoxal [Cytosol][c] + NADPH [Cytosol][c] => hydroxyacetone [Cytosol][c] + NADP+ [Cytosol][c]","Pyruvate metabolism",CG2767,CG2767,0,0,0,0,0,0,0
HSD,MAR08500,"","H+ [Cytosol][c] + hydroxyacetone [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + propane-1,2-diol [Cytosol][c]","Pyruvate metabolism",CG2767,CG2767,0,0,0,0,0,0,0
HSD,MAR08503,"","H2O [Cytosol][c] + lactaldehyde [Cytosol][c] + NAD+ [Cytosol][c] => 2 H+ [Cytosol][c] + L-lactate [Cytosol][c] + NADH [Cytosol][c]","Pyruvate metabolism",Aldh-III,Aldh-III,0,0,0,0,0,0,0
HSD,MAR08504,"","D-lactaldehyde [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c] => D-lactate [Cytosol][c] + 2 H+ [Cytosol][c] + NADH [Cytosol][c]","Pyruvate metabolism",Aldh; Aldh-III,Aldh or Aldh-III,0,0,0,0,0,0,0
HSD,MAR08506,"","H2O [Mitochondria][m] + lactaldehyde [Mitochondria][m] + NAD+ [Mitochondria][m] => 2 H+ [Mitochondria][m] + L-lactate [Mitochondria][m] + NADH [Mitochondria][m]","Pyruvate metabolism",Aldh; Aldh-III,Aldh or Aldh-III,0,0,0,0,0,0,0
HSD,MAR08507,"","NAD+ [Cytosol][c] + propane-1,2-diol [Cytosol][c] => D-lactaldehyde [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c]","Pyruvate metabolism",Fdh,Fdh,0,125.936872201325,0,125.936872201325,125.936872201325,100,1
HSD,MAR08509,"","D-lactaldehyde [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + propane-1,2-diol [Cytosol][c]","Pyruvate metabolism",CG2767,CG2767,0,125.936872201325,0,125.936872201325,125.936872201325,100,1
HSD,MAR04280,"","H+ [Mitochondria][m] + NADH [Mitochondria][m] + pyruvate [Mitochondria][m] <=> L-lactate [Mitochondria][m] + NAD+ [Mitochondria][m]","Pyruvate metabolism",TSG101,TSG101,1,912.428469574369,418.063138119592,494.365331454777,494.365331454777,54.181269868244,1
HSD,MAR04282,"","3-oxopropanoate [Mitochondria][m] + CoA [Mitochondria][m] + NAD+ [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + CO2 [Mitochondria][m] + NADH [Mitochondria][m]","Propanoate metabolism",CG17896,CG17896,0,0.420322778181503,0.419902455403321,0.000420322778181437,0.000420322778181437,0.0999999999999843,0
HSD,MAR09804,"","3-hydroxypropionyl-CoA [Mitochondria][m] + NADP+ [Mitochondria][m] <=> H+ [Mitochondria][m] + NADPH [Mitochondria][m] + 3-oxopropionyl-CoA [Mitochondria][m]","Propanoate metabolism",CG2064; CG8888; CtBP; sro,CG2064 or CG8888 or CtBP or sro,1,0,0,0,0,0,0
HSD,MAR04461,"","(R)-3-hydroxybutanoate [Mitochondria][m] + NAD+ [Mitochondria][m] <=> acetoacetate [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m]","Butanoate metabolism",CG8888,CG8888,1,0,0,0,0,0,0
HSD,MAR05351,"","2-hydroxybutyrate [Cytosol][c] + NAD+ [Cytosol][c] <=> 2-oxobutyrate [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c]","Butanoate metabolism",TSG101,TSG101,1,-100.700537963636,-0.699837425672202,-100.000700537964,100.000700537964,-99.3050310953404,1
HSD,MAR04841,"","H+ [Cytosol][c] + NADH [Cytosol][c] + ribose [Cytosol][c] <=> NAD+ [Cytosol][c] + ribitol [Cytosol][c]","Pentose phosphate pathway",Aldh-III,Aldh-III,1,0,0,0,0,0,0
HSD,MAR04040,"","H2O [Cytosol][c] + IMP [Cytosol][c] + NAD+ [Cytosol][c] => H+ [Cytosol][c] + NADH [Cytosol][c] + xanthosine-5-phosphate [Cytosol][c]","Purine metabolism",ras,ras,0,0.51839809309052,0.51787969499743,0.000518398093090511,0.000518398093090511,0.0999999999999982,0
HSD,MAR03931,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + oxidized thioredoxin [Cytosol][c] => NADP+ [Cytosol][c] + thioredoxin [Cytosol][c]","Pyrimidine metabolism",Trxr-1; Trxr-2,Trxr-1 or Trxr-2,0,0.700537963635838,0.699837425672202,0.000700537963635783,0.000700537963635783,0.0999999999999922,0
HSD,MAR03802,"","AKG [Mitochondria][m] + 2 H+ [Mitochondria][m] + NADH [Mitochondria][m] + NH3 [Mitochondria][m] <=> glutamate [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m]","Alanine, aspartate and glutamate metabolism",Gdh,Gdh,1,0,-0,0,0,0,0
HSD,MAR03804,"","AKG [Mitochondria][m] + 2 H+ [Mitochondria][m] + NADPH [Mitochondria][m] + NH3 [Mitochondria][m] <=> glutamate [Mitochondria][m] + H2O [Mitochondria][m] + NADP+ [Mitochondria][m]","Alanine, aspartate and glutamate metabolism",Gdh,Gdh,1,0,0,0,0,0,0
HSD,MAR03822,"","1-pyrroline-5-carboxylate [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] => glutamate [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m]","Alanine, aspartate and glutamate metabolism",P5CDh1,P5CDh1,0,0,0,0,0,0,0
HSD,MAR03806,"","glutamate [Mitochondria][m] + 2 H+ [Mitochondria][m] + NADH [Mitochondria][m] <=> H2O [Mitochondria][m] + L-glutamate 5-semialdehyde [Mitochondria][m] + NAD+ [Mitochondria][m]","Arginine and proline metabolism",P5CDh1,P5CDh1,1,0,0,0,0,0,0
HSD,MAR04784,"","2 H2O [Mitochondria][m] + L-1-pyrroline-3-hydroxy-5-carboxylate [Mitochondria][m] + NAD+ [Mitochondria][m] => H+ [Mitochondria][m] + L-erythro-4-hydroxyglutamate [Mitochondria][m] + NADH [Mitochondria][m]","Arginine and proline metabolism",P5CDh1,P5CDh1,0,1000,0,1000,1000,100,1
HSD,MAR04785,"","2 H2O [Mitochondria][m] + L-1-pyrroline-3-hydroxy-5-carboxylate [Mitochondria][m] + NADP+ [Mitochondria][m] => H+ [Mitochondria][m] + L-erythro-4-hydroxyglutamate [Mitochondria][m] + NADPH [Mitochondria][m]","Arginine and proline metabolism",P5CDh1,P5CDh1,0,0,0,0,0,0,0
HSD,MAR08097,"","2 H+ [Mitochondria][m] + L-erythro-4-hydroxyglutamate [Mitochondria][m] + NADH [Mitochondria][m] <=> H2O [Mitochondria][m] + L-4-hydroxyglutamate semialdehyde [Mitochondria][m] + NAD+ [Mitochondria][m]","Arginine and proline metabolism",P5CDh1,P5CDh1,1,1000,0,1000,1000,100,1
HSD,MAR03839,"","3-phospho-D-glycerate [Cytosol][c] + NAD+ [Cytosol][c] <=> 3-phosphonooxypyruvate [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c]","Glycine, serine and threonine metabolism",CG6287,CG6287,1,0,0,0,0,0,0
HSD,MAR06409,"","H+ [Mitochondria][m] + lipoamide [Mitochondria][m] + NADH [Mitochondria][m] <=> dihydrolipoamide [Mitochondria][m] + NAD+ [Mitochondria][m]","Glycine, serine and threonine metabolism",CG3999; CG6415; CG7430; ppl,CG3999 and CG6415 and CG7430 and ppl,1,-416.592986302457,0,-416.592986302457,416.592986302457,-100,1
HSD,MAR04239,"","2-oxoadipate [Mitochondria][m] + CoA [Mitochondria][m] + NAD+ [Mitochondria][m] => CO2 [Mitochondria][m] + glutaryl-CoA [Mitochondria][m] + NADH [Mitochondria][m]","Lysine metabolism",CG5214; CG7430; Ogdh,CG5214 and CG7430 and Ogdh,0,0,0,0,0,0,0
HSD,MAR08563,"","H2O [Mitochondria][m] + indole-3-acetaldehyde [Mitochondria][m] + NAD+ [Mitochondria][m] => 2 H+ [Mitochondria][m] + indoleacetate [Mitochondria][m] + NADH [Mitochondria][m]","Tryptophan metabolism",Aldh,Aldh,0,0,0,0,0,0,0
HSD,MAR04683,"","H2O [Cytosol][c] + NAD+ [Cytosol][c] + phenylacetaldehyde [Cytosol][c] => 2 H+ [Cytosol][c] + NADH [Cytosol][c] + phenylacetate [Cytosol][c]","Tyrosine metabolism",Aldh-III,Aldh-III,0,0,0,0,0,0,0
HSD,MAR04685,"","H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + phenylacetaldehyde [Mitochondria][m] => 2 H+ [Mitochondria][m] + NADH [Mitochondria][m] + phenylacetate [Mitochondria][m]","Tyrosine metabolism",Aldh-III,Aldh-III,0,0,0,0,0,0,0
HSD,MAR04686,"","2 H+ [Cytosol][c] + NADPH [Cytosol][c] + phenylacetate [Cytosol][c] <=> H2O [Cytosol][c] + NADP+ [Cytosol][c] + phenylacetaldehyde [Cytosol][c]","Tyrosine metabolism",Aldh-III,Aldh-III,1,0,0,0,0,0,0
HSD,MAR04687,"","2 H+ [Mitochondria][m] + NADPH [Mitochondria][m] + phenylacetate [Mitochondria][m] <=> H2O [Mitochondria][m] + NADP+ [Mitochondria][m] + phenylacetaldehyde [Mitochondria][m]","Tyrosine metabolism",Aldh-III,Aldh-III,1,0,0,0,0,0,0
HSD,MAR03795,"","2-methyl-3-oxopropanoate [Mitochondria][m] + CoA [Mitochondria][m] + NAD+ [Mitochondria][m] => CO2 [Mitochondria][m] + NADH [Mitochondria][m] + propanoyl-CoA [Mitochondria][m]","Valine, leucine, and isoleucine metabolism",CG17896,CG17896,0,0,0,0,0,0,0
HSD,MAR04797,"","2-methyl-3-oxopropanoate [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c] => 2 H+ [Cytosol][c] + methylmalonate [Cytosol][c] + NADH [Cytosol][c]","Valine, leucine, and isoleucine metabolism",Aldh; Aldh-III,Aldh or Aldh-III,0,0,0,0,0,0,0
HSD,MAR06714,"","H2O [Cytosol][c] + indole-3-acetaldehyde [Cytosol][c] + NAD+ [Cytosol][c] => 2 H+ [Cytosol][c] + indoleacetate [Cytosol][c] + NADH [Cytosol][c]","Phenylalanine, tyrosine and tryptophan biosynthesis",Aldh; Aldh-III,Aldh or Aldh-III,0,0,0,0,0,0,0
HSD,MAR06760,"","3,4-dihydroxyphenylacetaldehyde [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c] => 3,4-dihydroxyphenylacetate [Cytosol][c] + 2 H+ [Cytosol][c] + NADH [Cytosol][c]","Phenylalanine, tyrosine and tryptophan biosynthesis",Aldh-III,Aldh-III,0,0,0,0,0,0,0
HSD,MAR06761,"","3,4-dihydroxyphenylacetaldehyde [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c] => 3,4-dihydroxyphenylacetate [Cytosol][c] + 2 H+ [Cytosol][c] + NADPH [Cytosol][c]","Phenylalanine, tyrosine and tryptophan biosynthesis",Aldh-III,Aldh-III,0,0,0,0,0,0,0
HSD,MAR06782,"","4-hydroxyphenylpyruvate [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] => 4-hydroxyphenyllactate [Cytosol][c] + NAD+ [Cytosol][c]","Phenylalanine, tyrosine and tryptophan biosynthesis",,,0,50.7005379636358,50.6998374256722,0.00070053796363112,0.00070053796363112,0.00138171702267453,0
HSD,MAR06785,"","4-coumaroyl-CoA [Cytosol][c] + CoA [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c] => 4-hydroxybenzoyl-CoA [Cytosol][c] + acetyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c]","Phenylalanine, tyrosine and tryptophan biosynthesis",,,0,0,0,0,0,0,0
HSD,MAR06519,"","3-mercaptolactate [Cytosol][c] + NAD+ [Cytosol][c] <=> H+ [Cytosol][c] + mercaptopyruvate [Cytosol][c] + NADH [Cytosol][c]","Cysteine and methionine metabolism",TSG101,TSG101,1,0,0,0,0,0,0
HSD,MAR08068,"","(S)-3-sulfolactate [Cytosol][c] + NAD+ [Cytosol][c] <=> 3-sulfopyruvate [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c]","Cysteine and methionine metabolism",Mdh1,Mdh1,1,0,0,0,0,0,0
HSD,MAR08069,"","(S)-3-sulfolactate [Mitochondria][m] + NAD+ [Mitochondria][m] <=> 3-sulfopyruvate [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m]","Cysteine and methionine metabolism",Mdh2,Mdh2,1,0,0,0,0,0,0
HSD,MAR04079,"","3-amino-propanal [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c] => beta-alanine [Cytosol][c] + 2 H+ [Cytosol][c] + NADPH [Cytosol][c]","Beta-alanine metabolism",Aldh; Aldh-III,Aldh or Aldh-III,0,0,0,0,0,0,0
HSD,MAR07993,"","3-amino-propanal [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c] => beta-alanine [Cytosol][c] + 2 H+ [Cytosol][c] + NADH [Cytosol][c]","Beta-alanine metabolism",Aldh; Aldh-III,Aldh or Aldh-III,0,0,0,0,0,0,0
HSD,MAR03759,"","2-methyl-3-oxopropanoate [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] => 2 H+ [Mitochondria][m] + methylmalonate [Mitochondria][m] + NADH [Mitochondria][m]","Valine, leucine, and isoleucine metabolism",Aldh; Aldh-III; ry,Aldh or Aldh-III or ry,0,0,0,0,0,0,0
HSD,MAR03823,"","(S)-3-hydroxy-2-methylbutyryl-CoA [Mitochondria][m] + NAD+ [Mitochondria][m] <=> 2-methylacetoacetyl-CoA [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m]","Valine, leucine, and isoleucine metabolism",scu,scu,1,0,0,0,0,0,0
HSD,MAR00710,"","isocitrate [Cytosol][c] + NADP+ [Cytosol][c] => AKG [Cytosol][c] + CO2 [Cytosol][c] + NADPH [Cytosol][c]","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",Idh,Idh,0,135.362370301588,-400.915452690147,536.277822991736,536.277822991736,396.179397418133,0
HSD,MAR03957,"","isocitrate [Mitochondria][m] + NAD+ [Mitochondria][m] => AKG [Mitochondria][m] + CO2 [Mitochondria][m] + NADH [Mitochondria][m]","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",Idh3a; Idh3b; Idh3g,Idh3a or Idh3b or Idh3g,0,93.8763720983533,0,93.8763720983533,93.8763720983533,100,0
HSD,MAR03958,"","isocitrate [Mitochondria][m] + NADP+ [Mitochondria][m] => AKG [Mitochondria][m] + CO2 [Mitochondria][m] + NADPH [Mitochondria][m]","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",Idh,Idh,0,-1000,4.18787693257178,-1004.18787693257,1004.18787693257,-100.418787693257,1
HSD,MAR04139,"","H+ [Cytosol][c] + NADH [Cytosol][c] + OAA [Cytosol][c] <=> malate [Cytosol][c] + NAD+ [Cytosol][c]","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",Mdh1,Mdh1,1,-229.540780069386,-10.497561385083,-219.043218684303,219.043218684303,-95.4267118104636,1
HSD,MAR04141,"","H+ [Mitochondria][m] + NADH [Mitochondria][m] + OAA [Mitochondria][m] <=> malate [Mitochondria][m] + NAD+ [Mitochondria][m]","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",Mdh2,Mdh2,1,-93.8763720983533,-4.18787693257178,-89.6884951657815,89.6884951657815,-95.5389446364798,0
HSD,MAR04585,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + oxalosuccinate [Cytosol][c] <=> isocitrate [Cytosol][c] + NADP+ [Cytosol][c]","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",Idh,Idh,1,1000,0,1000,1000,100,1
HSD,MAR04586,"","H+ [Mitochondria][m] + NADPH [Mitochondria][m] + oxalosuccinate [Mitochondria][m] <=> isocitrate [Mitochondria][m] + NADP+ [Mitochondria][m]","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",Idh,Idh,1,0,0,0,0,0,0
HSD,MAR04588,"","H+ [Mitochondria][m] + NADH [Mitochondria][m] + oxalosuccinate [Mitochondria][m] <=> isocitrate [Mitochondria][m] + NAD+ [Mitochondria][m]","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",Idh,Idh,1,-1000,0,-1000,1000,-100,1
HSD,MAR05297,"","AKG [Mitochondria][m] + CoA [Mitochondria][m] + NAD+ [Mitochondria][m] => CO2 [Mitochondria][m] + NADH [Mitochondria][m] + succinyl-CoA [Mitochondria][m]","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",CG5214; CG7430; Ogdh,CG5214 and CG7430 and Ogdh,0,0,327.581774522471,-327.581774522471,327.581774522471,0,0
HSD,MAR02153,"","acetoacetyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => (R)-3-hydroxybutanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02155,"","but-2-enoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => butyryl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02157,"","3-oxohexanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => D-3-hydroxyhexanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02159,"","(2E)-hexenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => hexanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02161,"","3-oxooctanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => (R)-3-hydroxyoctanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02163,"","(2E)-octenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + octanoyl-[ACP] [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02165,"","3-oxodecanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => (R)-3-hydroxydecanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02167,"","(2E)-decenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => decanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02169,"","3-oxododecanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => D-3-hydroxydodecanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02171,"","(2E)-dodecenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => dodecanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02174,"","3-oxotetradecanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => HMA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02176,"","(2E)-tetradecenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + tetradecanoyl-[ACP] [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02179,"","3-oxohexadecanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => (R)-3-hydroxypalmitoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02181,"","(2E)-hexadecenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => hexadecanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (even-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02229,"","3-oxopentanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxypentanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02231,"","(2E)-pentenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + pentanoyl-[ACP] [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02233,"","3-oxoheptanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxyheptanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02235,"","(2E)-heptenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => heptanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02237,"","3-oxononanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxynonanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02239,"","(2E)-nonenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + nonanoyl-[ACP] [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02241,"","3-oxoundecanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxyundecanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02243,"","(2E)-undecenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + undecanoyl-[ACP] [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02245,"","3-oxotridecanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxytridecanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02247,"","(2E)-tridecenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + tridecanoyl-[ACP] [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02250,"","3-oxopentadecanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxypentadecanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
