b_1,b_2
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961 Fatp1 bgm,7.87306717018
Acsl CG3961,7.87306717018
Acsl CG3961 Fatp1,7.87306717018
Acsl CG3961,7.87306717018
Acsl CG3961 Fatp1,7.87306717018
Acsl CG3961 Fatp1,7.87306717018
Acsl CG3961,7.87306717018
Acsl CG3961 Fatp1,7.87306717018
Acsl CG3961 Fatp1,7.87306717018
Acsl CG3961,7.87306717018
Acsl CG3961 Fatp1,7.87306717018
Acsl CG3961 Fatp1,7.87306717018
Gale,7.82405375685
Gale,7.82405375685
CG7550,7.8109141562
CG31522 Elovl7,7.72065450536
CG31522 Elovl7,7.72065450536
CG31522 Elovl7,7.72065450536
ry,7.64076153189
ry,7.64076153189
ry,7.64076153189
ry,7.64076153189
mRNA-cap,7.53305241994
CG33090 CG9701 Gba1a Gba1b,7.52542961079
CG3880 Gba1a Gba1b,7.52542961079
ry,7.39428535344
ry,7.39428535344
ry,7.39428535344
ry,7.39428535344
 CG7766 CG8475 PhKγ  CG7766 Cam PhKγ,7.30535752277
CG17896,7.18878624404
CG17896,7.18878624404
CG17896,7.18878624404
hgo,7.15298082721
CG1236,6.75646730453
CG1236,6.75646730453
CG1236,6.75646730453
CG1236,6.75646730453
CG1236,6.75646730453
CG1236,6.75646730453
Gpdh1,6.53943346841
CG2811 CG32196 CG4306 Tina-1,6.51966380453
CG2811 CG32196 CG4306 Tina-1,6.51966380453
CG2811 CG32196 CG4306 Tina-1,6.51966380453
CG2811 CG32196 CG4306 Tina-1,6.51966380453
Mcad,6.48778451594
Arc42 Mcad,6.48778451594
Arc42 Mcad,6.48778451594
Arc42 Mcad,6.48778451594
Mcad,6.48778451594
Arc42 Mcad,6.48778451594
Arc42 Mcad,6.48778451594
Arc42 Mcad,6.48778451594
ACOX1 Acox3 CG7461 Mcad,6.48778451594
Gip,6.4818941916
CG9471,6.11520508241
PH4αEFB Pdi,6.10859544994
MRP Mdr50,6.09609580111
Taldo,6.04436843564
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
 CG8517 RnrL RnrS   RnrL RnrS Trx-2 ,5.92230036885
slgA,5.8990530438
slgA,5.8990530438
slgA,5.8990530438
sgl,5.86910442855
P5CDh1,5.83456638379
P5CDh1,5.83456638379
P5CDh1,5.83456638379
P5CDh1,5.83456638379
P5CDh1,5.83456638379
P5CDh1,5.83456638379
P5CDh1,5.83456638379
P5CDh1,5.83456638379
GAA1 PIG-K PIG-S PIG-U,5.80185274339
Echs1 yip2,5.67952980286
Echs1 yip2,5.67952980286
Echs1 yip2,5.67952980286
Echs1 yip2,5.67952980286
Echs1 yip2,5.67952980286
Echs1 yip2,5.67952980286
Ech1,5.67744939172
PGRP-LF PGRP-SA PGRP-SC2,5.62780407819
fbp,5.52231413608
CG44243,5.50555564398
CG44243,5.50555564398
Nos,5.48719526103
Nos,5.48719526103
Nos,5.48719526103
Hao,5.45559524142
Hao,5.45559524142
Hao,5.45559524142
Idh,5.41456821075
Idh,5.41456821075
Idh,5.41456821075
Idh,5.41456821075
Idh,5.41456821075
Idh,5.41456821075
Idh,5.41456821075
Idh,5.41456821075
Idh,5.41456821075
Idh,5.41456821075
Cyp9c1,5.37223825083
Cyp9c1,5.37223825083
ifc,5.31867310369
ifc,5.31867310369
ifc,5.31867310369
ifc,5.31867310369
CG31522 Elovl7,5.31867310369
ifc,5.31867310369
ry,5.25487212451
ry,5.25487212451
ry,5.25487212451
ry,5.25487212451
ry,5.25487212451
ry,5.25487212451
ry,5.25487212451
 ACOX1 Mfe2  ACOX1,5.12771281236
Cyp12c1 Cyp49a1,5.0674281034
CG3999 CG6415 CG7430 ppl,5.04048917996
Gale,4.99870101132
Pdk,4.99041604827
CG7565 Ssadh,4.8027798236
 Cyp12c1 Cyp49a1  Cubn mgl,4.8027798236
Pus1,4.79725027442
Nmdmc,4.78252052648
GluProRS,4.78095120875
CG18858,4.68407870947
CG18858,4.68407870947
Cbs,4.63153546931
Cbs,4.63153546931
Cbs,4.63153546931
Pcd,4.46715849583
Pcd,4.46715849583
Pcd,4.46715849583
Pcd,4.46715849583
Pcd,4.46715849583
Pcd,4.46715849583
Pcd,4.46715849583
CG40470 CG42335,4.39135828069
 HDAC3 Smr ebi   nej tai   Sin3A Smr   HDAC3 Sin3A Smr  Art4 Bap60 Eip75B Eip78C Hr3 MED1 Ncoa6 Sin3A Tgs1 grh kis tai usp,4.3733614449
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Jheh1 Jheh2 Jheh3,4.35875472837
Baldspot CG31522 Elo68β Elovl7,4.3435245851
Ance-3,4.25614431615
Ance-3,4.25614431615
Ance-3,4.25614431615
Tat,4.18897551797
Vmat,4.11849384369
CG5103 CG8036,4.10822828608
CG5103 CG8036,4.10822828608
CG1275,4.09342656347
CG5065,4.02893990346
CG5065,4.02893990346
CG5065,4.02893990346
CG5065,4.02893990346
CG5065,4.02893990346
shop,4.00203235995
CG6154,3.98571638707
CG6154,3.98571638707
CG3534,3.96634296186
Ppcs,3.96560232698
Mccc1 Mccc2,3.94949018569
Mccc1 Mccc2,3.94949018569
Mccc1 Mccc2,3.94949018569
Sam-S CG5854,3.91339951421
Sam-S CG5854,3.91339951421
CG3961,3.88783398791
CG3961,3.88783398791
CG3961,3.88783398791
CG1941 mdy,3.82192690334
CG1941 mdy,3.82192690334
CG1941 mdy,3.82192690334
r,3.82110981651
hrm,3.81552091037
shop,3.76191041836
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1,3.7071977765
ACOX1,3.7071977765
ACOX1,3.7071977765
ACOX1 Acox3,3.7071977765
ACOX1,3.7071977765
ACOX1,3.7071977765
ACOX1,3.7071977765
ACOX1,3.7071977765
ACOX1,3.7071977765
ACOX1,3.7071977765
ACOX1,3.7071977765
Mvd,3.68106016579
Mvd,3.68106016579
CG5757,3.60299592633
CG5757,3.60299592633
CG5757,3.60299592633
CG5757,3.60299592633
CG5757,3.60299592633
Alas CG3961 CPT2 Hmgs Mcad whd,3.58965974537
CG17691 CG8199,3.54860687038
CG17691 CG8199,3.54860687038
CG17691 CG8199,3.54860687038
CG33054 Ntan1 Sirt1 Sirt2 Sirt6 Sirt7 tun,3.54093255161
CG33054 Ntan1 Sirt1 Sirt2 Sirt6 Sirt7 tun,3.54093255161
CG33054 Ntan1 Sirt1 Sirt2 Sirt6 Sirt7 tun,3.54093255161
CG8839,3.54093255161
CG8839,3.54093255161
PTPMT1,3.42852651519
Baldspot Elo68β,3.40127851108
Baldspot CG31522 Elo68β Elovl7,3.40127851108
CG5955,3.39234596496
Daao1,3.36656844869
Daao1,3.36656844869
Daao1,3.36656844869
Daao1,3.36656844869
Daao1,3.36656844869
Daao1,3.36656844869
Coq6,3.31958664333
Coq6,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
Coq6 Cyp18a1 Cyp4c3,3.31958664333
isoQC,3.27868908522
Akr1B,3.23002118738
Akr1B,3.23002118738
Akr1B,3.23002118738
Akr1B,3.23002118738
Uro,3.1906133233
Fpps qm,3.1679957963
Fpps qm,3.1679957963
qm,3.1679957963
CG33090,3.16546024881
Pcmt,3.16143758458
CG31140 CG34384 Dgk Dgkε rdgA,3.11040583136
Had1 Had2,3.10145592819
colt,3.07795597616
CG7724,3.07746011183
CG7724,3.07746011183
CG7724,3.07746011183
CG7724,3.07746011183
CG7724,3.07746011183
CG7724,3.07746011183
CG7724,3.07746011183
Gprk1,3.06296737992
Srr,3.06164000328
Srr,3.06164000328
Srr,3.06164000328
CG32751 vanin-like,3.04667350584
CG11594 CG3631 CG8414,3.02011495423
CG11594 CG3631 CG8414,3.02011495423
CG11594 CG3631 CG8414,3.02011495423
CG11594 CG3631 CG8414,3.02011495423
CG11594 CG3631 CG8414,3.02011495423
CG11594 CG3631 CG8414,3.02011495423
Spn28Dc,2.95932848331
Spn28Dc,2.95932848331
ras,2.93269284758
CG6034,2.9026864416
CG32099,2.8569197953
Pngl,2.82700281883
Duox,2.80369336323
Cyp9c1 Cyp6a13,2.80369336323
CG7059,2.72032989592
CG3609,2.71183816448
Cerk,2.67729554875
Papss,2.67294582779
Papss,2.67294582779
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
l372Dp,2.65476293206
CG7090 antdh FOHSDR CG9150 CG9360,2.64527128963
Dll Pfrx,2.64496097065
Pi3K21B Pi3K92E,2.63444312306
CG1628,2.61786750447
colt,2.61626257974
LManII,2.60256326085
CG31522 Elovl7,2.53923748176
α-Man-IIa,2.52089602115
CG31751,2.50588584601
PIG-L,2.49749678832
PIG-L,2.49749678832
CG1998,2.48126006317
CG1998,2.48126006317
CG1998,2.48126006317
CG1998,2.48126006317
CG1998,2.48126006317
CG1998,2.48126006317
CG1998,2.48126006317
CG1998,2.48126006317
CG1998,2.48126006317
CG1998,2.48126006317
CG1998,2.48126006317
CG1998,2.48126006317
Ak3,2.42018099464
CG5828 fbl,2.42018099464
CG5828 fbl,2.42018099464
CG5828 fbl,2.42018099464
CG5828 fbl,2.42018099464
CG5828 fbl,2.42018099464
fbl,2.42018099464
Cyp12c1 Cyp49a1,2.41677340316
Cyp12c1 Cyp49a1,2.41677340316
Cyp12c1 Cyp49a1,2.41677340316
Cyp12c1 Cyp49a1,2.41677340316
Cyp12c1 Cyp49a1,2.41677340316
Cyp12c1 Cyp49a1,2.41677340316
CG10359 CG1791 CG1889 CG9593 Ccn Mdr50 Snmp2,2.40472719159
CG4562 CG6836 CG7627 MRP Mdr50,2.40472719159
CG4562 CG6836 CG7627 MRP Mdr50,2.40472719159
CG4562 CG6836 CG7627 MRP Mdr50,2.40472719159
CG4562 CG6836 CG7627 MRP Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
MRP Mdr50,2.40472719159
CG4562 CG7627 MRP Mdr50 w,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
CG4562 CG7627 MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
CG4562 CG7627 MRP Mdr50 w,2.40472719159
CG4562 CG7627 MRP Mdr50,2.40472719159
CG4562 CG7627 MRP Mdr50,2.40472719159
CG4562 CG7627 MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
CG4562 CG7627 MRP Mdr50,2.40472719159
CG4562 CG7627 MRP Mdr50,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
CG4562 CG7627 MRP Mdr50,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50,2.40472719159
CG4562 CG7627 MRP Mdr50,2.40472719159
CG4562 CG7627 MRP Mdr50,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50,2.40472719159
CG4562 CG7627 MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
Mdr50,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50 w,2.40472719159
Mdr50,2.40472719159
MRP Mdr50 w,2.40472719159
Mdr50,2.40472719159
Mdr50,2.40472719159
MRP Mdr50 w,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
MRP Mdr50,2.40472719159
CG33158 CG5276 Drp1 NTPase eEF1α1 eEF2 mEFG1 mEFTu1 mRRF2 shi,2.39430559782
Mvk,2.37732856895
Mvk,2.37732856895
CG7997,2.36470193206
CG7997,2.36470193206
CG7997,2.36470193206
CG7997,2.36470193206
CG5321,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
Cyp18a1,2.35228674315
mRNA-cap,2.30379758474
AcCoAS,2.29003079321
AcCoAS,2.29003079321
AcCoAS,2.29003079321
AcCoAS CG6432,2.29003079321
AcCoAS CG6432,2.29003079321
AcCoAS CG6432,2.29003079321
AcCoAS CG6432,2.29003079321
AcCoAS CG6432,2.29003079321
AcCoAS,2.29003079321
CG7560,2.28780008313
CG7560,2.28780008313
Hcs,2.27782610131
Idi,2.27153935727
Idi,2.27153935727
CLS,2.2487712919
CG16935,2.17930316567
CG9302 CaBP1 ERp60 Pdi Tmx3,2.1623669634
LKRSDH,2.15882676311
LKRSDH,2.15882676311
Gmd,2.15332673425
CG7840,2.12515795539
CG7840,2.12515795539
CG7840,2.12515795539
CG7840,2.12515795539
CG13369,2.12021401484
fab1,2.12021401484
ninaB,2.0943401031
ninaB,2.0943401031
ninaB,2.0943401031
ninaB,2.0943401031
l1G0196,2.09296662694
INPP5E Ocrl Synj,2.06310486702
INPP5E Ocrl Synj,2.06310486702
CG11426 CG2100 Mtmr6 Mtr4 janA mtm wun wun2,2.02174921571
 Art1 csul  Art1 Art3 Art4 Art7 Art8 CG10584 CG1074 CG10903 CG11109 CG11342 CG11447 CG1239 CG13126 CG14100 CG14618 CG14683 CG17219 CG17807 CG18048 CG18596 CG34195 CG3527 CG3793 CG44836 CG5013 CG7137 CG7544 CG8067 CG8545 CG8939 CG9154 CG9643 Coq5 Fib G9a HemK1 HemK2 Mettl14 Mettl2 Mettl4 Mettl5 Nep3 Nsun5 PR-Set7 Smyd3 Tgs1 Trm7-32 aft fid l210685 mtTFB1 mtTFB2 rswl,2.02035745191
 Art1 csul  Art1 Art3 Art4 Art7 Art8 CG10584 CG1074 CG10903 CG11109 CG11342 CG11447 CG1239 CG13126 CG14100 CG14618 CG14683 CG17219 CG17807 CG18048 CG18596 CG34195 CG3527 CG3793 CG44836 CG5013 CG7137 CG7544 CG8067 CG8545 CG8939 CG9154 CG9643 Coq5 Fib G9a HemK1 HemK2 Mettl14 Mettl2 Mettl4 Mettl5 Nep3 Nsun5 PR-Set7 Smyd3 Tgs1 Trm7-32 aft fid l210685 mtTFB1 mtTFB2 rswl,2.02035745191
Ipk2,1.99165673778
Ipk2,1.99165673778
Ipk2,1.99165673778
Ipk2,1.99165673778
Ipk2,1.99165673778
Ipk2,1.99165673778
Ipk2,1.99165673778
Ipk2,1.99165673778
CG13384,1.99165673778
Ipk2,1.99165673778
cd,1.97767662533
cd,1.97767662533
cd,1.97767662533
cd,1.97767662533
cd,1.97767662533
cd,1.97767662533
cd,1.97767662533
CG8778,1.97665083739
CG8778,1.97665083739
CG8778,1.97665083739
Loxl2,1.96536678308
Atg9 Trxr-1 Trxr-2,1.95354118212
Alg7,1.9488043121
Pi3K92E,1.9488043121
rdgA,1.93662476818
CG31075,1.90589778665
CG31075,1.90589778665
CG31075,1.90589778665
CG31075,1.90589778665
CG31075,1.90589778665
CG31075,1.90589778665
Pten,1.88493755047
Pten,1.88493755047
Pten,1.88493755047
Pten,1.88493755047
Pten,1.88493755047
Pten,1.88493755047
Pten,1.88493755047
CG1129 CG8207 Kpc1,1.86309946073
CG17065,1.83848472729
nvd,1.83639346305
nvd,1.83639346305
shd,1.83639346305
CG31522 Elovl7,1.83580007128
CG31522 Elovl7,1.83580007128
Br140,1.82716336824
CG17036 CG6574,1.82286006624
PGS1,1.82024703504
PGS1,1.82024703504
CG2767,1.80777431987
CG2767,1.80777431987
CG2767,1.80777431987
CG2767,1.80777431987
CG2767,1.80777431987
CG2767,1.80777431987
CG2767,1.80777431987
L2HGDH,1.77990191657
Tbh,1.77190680304
sad,1.77190680304
CysRS,1.749950823
Dhod,1.74676687616
CG9514 Gld,1.74661847914
CG9514 Gld,1.74661847914
lmgA,1.73454218367
Btnd CG32750,1.72864938379
Btnd CG32750,1.72864938379
Btnd CG32750,1.72864938379
Btnd CG32750,1.72864938379
CG4335,1.70742014303
cn,1.70742014303
phm,1.70742014303
Mulk,1.69168975799
Mulk,1.69168975799
Mulk,1.69168975799
Mulk,1.69168975799
Mulk,1.69168975799
Mulk,1.69168975799
IP3K2,1.69168975799
MAGE,1.68815711213
CG10425,1.68005160429
CG2794,1.6488373323
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
Abcd1,1.64670644725
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP,1.62889980822
CG4562 CG7627 MRP,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP w,1.62889980822
CG4562 CG7627 MRP,1.62889980822
Nmnat,1.60598490662
Nmnat,1.60598490662
CG9701,1.59177429654
CG2846,1.58186541946
Fuca,1.54655343585
Fuca,1.54655343585
Fuca,1.54655343585
Fuca,1.54655343585
Rh50,1.52028005524
Hmgcr,1.51363441716
Hmgcr,1.51363441716
Hmgcr,1.51363441716
Hn,1.4985022271
Hn,1.4985022271
Ech1,1.49247337473
Pi3K68D,1.48639207504
Pi3K68D,1.48639207504
Pi3K68D,1.48639207504
Pi3K68D,1.48639207504
Pi3K68D,1.48639207504
Pi3K68D,1.48639207504
CG9886,1.47742762956
CG9886,1.47742762956
CG16935,1.45740899204
CG16935,1.45740899204
CG16935,1.45740899204
CG16935,1.45740899204
CG16935,1.45740899204
CG16935,1.45740899204
r-l,1.45592937705
CG12170,1.44334220524
Mthfs,1.44029255685
Mthfs,1.44029255685
Cds,1.4391276758
Cds,1.4391276758
Cds,1.4391276758
Cds,1.4391276758
dnk,1.40214195107
dnk,1.40214195107
dnk,1.40214195107
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
Hmt-1 MRP,1.39741350093
MRP w,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP,1.39741350093
MRP w,1.39741350093
Pi4KIIIα Pi4KIIα fwd,1.3927167812
Pi4KIIIα Pi4KIIα fwd,1.3927167812
Pi4KIIIα fwd,1.3927167812
